Branch Name,Commit Hash,File Name,Method Name,Method Code,Commit Link,Method Code No Comments,Tokens
master,5320619061cca2d3660a52d15b08e8226ba9cb64,Application.java,changeScreen,"            public void changeScreen(String screenName) {
                googleAnalyticsTracker.setScreenName(screenName);
                googleAnalyticsTracker.send(new HitBuilders.ScreenViewBuilder().build());
            }",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"            public void changeScreen(String screenName) {
                googleAnalyticsTracker.setScreenName(screenName);
                googleAnalyticsTracker.send(new HitBuilders.ScreenViewBuilder().build());
            }
","['            ', 'public', ' ', 'void', ' ', 'changeScreen', '(', 'String', ' ', 'screenName', ')', ' ', '{', '\n', '                ', 'googleAnalyticsTracker', '.', 'setScreenName', '(', 'screenName', ')', ';', '\n', '                ', 'googleAnalyticsTracker', '.', 'send', '(', 'new', ' ', 'HitBuilders', '.', 'ScreenViewBuilder', '(', ')', '.', 'build', '(', ')', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,5320619061cca2d3660a52d15b08e8226ba9cb64,Application.java,sendEvent,"            public void sendEvent(String category, String action) {
                sendEvent(category, action, null);
            }",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"            public void sendEvent(String category, String action) {
                sendEvent(category, action, null);
            }
","['            ', 'public', ' ', 'void', ' ', 'sendEvent', '(', 'String', ' ', 'category', ',', ' ', 'String', ' ', 'action', ')', ' ', '{', '\n', '                ', 'sendEvent', '(', 'category', ',', ' ', 'action', ',', ' ', 'null', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,5320619061cca2d3660a52d15b08e8226ba9cb64,Application.java,sendEvent,"            public void sendEvent(String category, String action, String label) {
                HitBuilders.EventBuilder builder = new HitBuilders.EventBuilder().setCategory(category).setAction(action);
                if (label != null) {
                    builder.setLabel(label);
                }
                googleAnalyticsTracker.send(builder.build());
            }",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"            public void sendEvent(String category, String action, String label) {
                HitBuilders.EventBuilder builder = new HitBuilders.EventBuilder().setCategory(category).setAction(action);
                if (label != null) {
                    builder.setLabel(label);
                }
                googleAnalyticsTracker.send(builder.build());
            }
","['            ', 'public', ' ', 'void', ' ', 'sendEvent', '(', 'String', ' ', 'category', ',', ' ', 'String', ' ', 'action', ',', ' ', 'String', ' ', 'label', ')', ' ', '{', '\n', '                ', 'HitBuilders', '.', 'EventBuilder', ' ', 'builder', ' ', '=', ' ', 'new', ' ', 'HitBuilders', '.', 'EventBuilder', '(', ')', '.', 'setCategory', '(', 'category', ')', '.', 'setAction', '(', 'action', ')', ';', '\n', '                ', 'if', ' ', '(', 'label', ' ', '!', '=', ' ', 'null', ')', ' ', '{', '\n', '                    ', 'builder', '.', 'setLabel', '(', 'label', ')', ';', '\n', '                ', '}', '\n', '                ', 'googleAnalyticsTracker', '.', 'send', '(', 'builder', '.', 'build', '(', ')', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,5320619061cca2d3660a52d15b08e8226ba9cb64,Application.java,readPropertyValue,"    protected String readPropertyValue(String name) {
        if (properties == null) {
            properties = new Properties();
            try {
                new Properties();
                AssetManager assetManager = getAssets();

                InputStream in = assetManager.open(PROPERTIES_FILE);
                properties.load(in);
                in.close();

            } catch (IOException e) {
                throw new RuntimeException(""Error while loading the properties file"", e);
            }
        }
        return properties.getProperty(name);
    }",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"    protected String readPropertyValue(String name) {
        if (properties == null) {
            properties = new Properties();
            try {
                new Properties();
                AssetManager assetManager = getAssets();

                InputStream in = assetManager.open(PROPERTIES_FILE);
                properties.load(in);
                in.close();

            } catch (IOException e) {
                throw new RuntimeException(""Error while loading the properties file"", e);
            }
        }
        return properties.getProperty(name);
    }
","['    ', 'protected', ' ', 'String', ' ', 'readPropertyValue', '(', 'String', ' ', 'name', ')', ' ', '{', '\n', '        ', 'if', ' ', '(', 'properties', ' ', '=', '=', ' ', 'null', ')', ' ', '{', '\n', '            ', 'properties', ' ', '=', ' ', 'new', ' ', 'Properties', '(', ')', ';', '\n', '            ', 'try', ' ', '{', '\n', '                ', 'new', ' ', 'Properties', '(', ')', ';', '\n', '                ', 'AssetManager', ' ', 'assetManager', ' ', '=', ' ', 'getAssets', '(', ')', ';', '\n', '\n', '                ', 'InputStream', ' ', 'in', ' ', '=', ' ', 'assetManager', '.', 'open', '(', 'PROPERTIES_FILE', ')', ';', '\n', '                ', 'properties', '.', 'load', '(', 'in', ')', ';', '\n', '                ', 'in', '.', 'close', '(', ')', ';', '\n', '\n', '            ', '}', ' ', 'catch', ' ', '(', 'IOException', ' ', 'e', ')', ' ', '{', '\n', '                ', 'throw', ' ', 'new', ' ', 'RuntimeException', '(', '""', 'Error while loading the properties file', '""', ',', ' ', 'e', ')', ';', '\n', '            ', '}', '\n', '        ', '}', '\n', '        ', 'return', ' ', 'properties', '.', 'getProperty', '(', 'name', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,5320619061cca2d3660a52d15b08e8226ba9cb64,MainActivity.java,onCreate,"    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);

        new CameraPreviewIntent(this)
                .setExportDir(CameraPreviewIntent.Directory.DCIM, FOLDER)",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);

        new CameraPreviewIntent(this)
                .setExportDir(CameraPreviewIntent.Directory.DCIM, FOLDER)
","['    ', 'protected', ' ', 'void', ' ', 'onCreate', '(', 'Bundle', ' ', 'savedInstanceState', ')', ' ', '{', '\n', '        ', 'super', '.', 'onCreate', '(', 'savedInstanceState', ')', ';', '\n', '\n', '        ', 'new', ' ', 'CameraPreviewIntent', '(', 'this', ')', '\n', '                ', '.', 'setExportDir', '(', 'CameraPreviewIntent', '.', 'Directory', '.', 'DCIM', ',', ' ', 'FOLDER', ')', '\n', '<END>']"
master,5320619061cca2d3660a52d15b08e8226ba9cb64,MainActivity.java,onScanCompleted,"                    public void onScanCompleted(String path, Uri uri) {
                        finish();
                    }",https://www.github.com/imgly/pesdk-android-demo/commit/5320619061cca2d3660a52d15b08e8226ba9cb64,"                    public void onScanCompleted(String path, Uri uri) {
                        finish();
                    }
","['                    ', 'public', ' ', 'void', ' ', 'onScanCompleted', '(', 'String', ' ', 'path', ',', ' ', 'Uri', ' ', 'uri', ')', ' ', '{', '\n', '                        ', 'finish', '(', ')', ';', '\n', '                    ', '}', '\n', '<END>']"
master,c198c827baf11b93dd3a8733c37712ba77afbd8c,MainActivity.java,onScanCompleted,"                        public void onScanCompleted(String path, Uri uri) {
                            //onBackPressed();
                        }
                    }
            );
        }
        finish();
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }

    @Override
    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}",https://www.github.com/imgly/pesdk-android-demo/commit/c198c827baf11b93dd3a8733c37712ba77afbd8c,"                        public void onScanCompleted(String path, Uri uri) {
                            
                        }
                    }
            );
        }
        finish();
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }

    @Override
    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}
","['                        ', 'public', ' ', 'void', ' ', 'onScanCompleted', '(', 'String', ' ', 'path', ',', ' ', 'Uri', ' ', 'uri', ')', ' ', '{', '\n', '                            ', '\n', '                        ', '}', '\n', '                    ', '}', '\n', '            ', ')', ';', '\n', '        ', '}', '\n', '        ', 'finish', '(', ')', ';', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'onRequestPermissionsResult', '(', 'int', ' ', 'requestCode', ',', ' ', '@NonNull', ' ', 'String', '[', ']', ' ', 'permissions', ',', ' ', '@NonNull', ' ', 'int', '[', ']', ' ', 'grantResults', ')', ' ', '{', '\n', '        ', 'PermissionRequest', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '        ', 'super', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'permissionGranted', '(', ')', ' ', '{', '\n', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'permissionDenied', '(', ')', ' ', '{', '\n', '        ', 'finish', '(', ')', ';', '\n', '        ', 'System', '.', 'exit', '(', '0', ')', ';', '\n', '    ', '}', '\n', '}', '\n', '<END>']"
master,c198c827baf11b93dd3a8733c37712ba77afbd8c,MainActivity.java,onRequestPermissionsResult,"    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }",https://www.github.com/imgly/pesdk-android-demo/commit/c198c827baf11b93dd3a8733c37712ba77afbd8c,"    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }
","['    ', 'public', ' ', 'void', ' ', 'onRequestPermissionsResult', '(', 'int', ' ', 'requestCode', ',', ' ', '@NonNull', ' ', 'String', '[', ']', ' ', 'permissions', ',', ' ', '@NonNull', ' ', 'int', '[', ']', ' ', 'grantResults', ')', ' ', '{', '\n', '        ', 'PermissionRequest', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '        ', 'super', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,c198c827baf11b93dd3a8733c37712ba77afbd8c,MainActivity.java,permissionGranted,"    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}",https://www.github.com/imgly/pesdk-android-demo/commit/c198c827baf11b93dd3a8733c37712ba77afbd8c,"    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}
","['    ', 'public', ' ', 'void', ' ', 'permissionGranted', '(', ')', ' ', '{', '\n', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'permissionDenied', '(', ')', ' ', '{', '\n', '        ', 'finish', '(', ')', ';', '\n', '        ', 'System', '.', 'exit', '(', '0', ')', ';', '\n', '    ', '}', '\n', '}', '\n', '<END>']"
master,062e37197d1d4cbe72e15e52f4890c4c414c7213,MainActivity.java,onScanCompleted,"                        public void onScanCompleted(String path, Uri uri) {

                        }
                    }
            );
        }
        finish();
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }

    @Override
    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}",https://www.github.com/imgly/pesdk-android-demo/commit/062e37197d1d4cbe72e15e52f4890c4c414c7213,"                        public void onScanCompleted(String path, Uri uri) {

                        }
                    }
            );
        }
        finish();
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, @NonNull String[] permissions, @NonNull int[] grantResults) {
        PermissionRequest.onRequestPermissionsResult(requestCode, permissions, grantResults);
        super.onRequestPermissionsResult(requestCode, permissions, grantResults);
    }

    @Override
    public void permissionGranted() {

    }

    @Override
    public void permissionDenied() {
        finish();
        System.exit(0);
    }
}
","['                        ', 'public', ' ', 'void', ' ', 'onScanCompleted', '(', 'String', ' ', 'path', ',', ' ', 'Uri', ' ', 'uri', ')', ' ', '{', '\n', '\n', '                        ', '}', '\n', '                    ', '}', '\n', '            ', ')', ';', '\n', '        ', '}', '\n', '        ', 'finish', '(', ')', ';', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'onRequestPermissionsResult', '(', 'int', ' ', 'requestCode', ',', ' ', '@NonNull', ' ', 'String', '[', ']', ' ', 'permissions', ',', ' ', '@NonNull', ' ', 'int', '[', ']', ' ', 'grantResults', ')', ' ', '{', '\n', '        ', 'PermissionRequest', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '        ', 'super', '.', 'onRequestPermissionsResult', '(', 'requestCode', ',', ' ', 'permissions', ',', ' ', 'grantResults', ')', ';', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'permissionGranted', '(', ')', ' ', '{', '\n', '\n', '    ', '}', '\n', '\n', '    ', '@Override', '\n', '    ', 'public', ' ', 'void', ' ', 'permissionDenied', '(', ')', ' ', '{', '\n', '        ', 'finish', '(', ')', ';', '\n', '        ', 'System', '.', 'exit', '(', '0', ')', ';', '\n', '    ', '}', '\n', '}', '\n', '<END>']"
